N1_후보풀_전량랭킹_방법검증_최종아님
rank,word,reading,편중도,상위장르,일반빈도zipf,tanos_tag,note
569,歩む,あゆむ,1.155,논설·행정,3.42,N1,논설·행정53회/17문서(z+1.15) 학술3회/3문서(z-0.04); 일반빈도낮음→장르부상
570,揉める,もめる,1.154,논설·행정,2.81,N1,논설·행정13회/9문서(z+1.15); 일반빈도낮음→장르부상
571,貫く,つらぬく,1.15,논설·행정,3.47,N1,논설·행정59회/21문서(z+1.15) 문학8회/3문서(z+0.12) 학술4회/4문서(z+0.09); 일반빈도낮음→장르부상
572,預金,よきん,1.147,논설·행정,3.91,N1,논설·행정162회/20문서(z+1.15) 학술12회/2문서(z+0.15) 법률16회/5문서(z+0.09) 행정백서5회/3문서(z-0.34); 일반빈도낮음→장르부상
573,監視,かんし,1.144,논설·행정,4.59,N1,논설·행정771회/24문서(z+1.14) 학술28회/8문서(z-0.38) 법률25회/4문서(z-0.66)
574,調和,ちょうわ,1.142,학술,3.78,N1,학술48회/16문서(z+1.14) 논설·행정96회/19문서(z+0.77) 문학9회/2문서(z-0.58) 법률5회/3문서(z-0.71); 일반빈도낮음→장르부상
575,様式,ようしき,1.139,학술,3.86,N1,학술41회/16문서(z+1.14) 논설·행정65회/12문서(z+0.61) 행정백서7회/5문서(z+0.00) 법률3회/3문서(z-0.95); 일반빈도낮음→장르부상
576,容易い,たやしい,1.137,문학,2.75,N1,문학6회/3문서(z+1.14) 논설·행정4회/4문서(z+0.45); 일반빈도낮음→장르부상
577,方式,ほうしき,1.136,논설·행정,4.44,N1,논설·행정539회/23문서(z+1.14) 학술98회/17문서(z+0.80) 법률83회/13문서(z+0.38) 행정백서14회/5문서(z-0.49)
578,違える,ちがえる,1.136,논설·행정,2.31,N1,논설·행정4회/3문서(z+1.14); 일반빈도낮음→장르부상
579,現地,げんち,1.135,논설·행정,4.58,N1,논설·행정744회/24문서(z+1.14) 행정백서59회/9문서(z+0.36) 학술3회/2문서(z-2.01)
580,嘴,くちばし,1.133,학술,2.56,N1,학술5회/2문서(z+1.13) 문학4회/3문서(z+0.49); 일반빈도낮음→장르부상
581,短縮,たんしゅく,1.133,논설·행정,3.96,N1,논설·행정178회/22문서(z+1.13) 행정백서20회/13문서(z+0.63) 법률15회/5문서(z-0.03) 학술9회/6문서(z-0.15); 일반빈도낮음→장르부상
582,余程,よほど,1.132,문학,3.21,N1,문학52회/5문서(z+1.13) 논설·행정48회/17문서(z+0.67); 일반빈도낮음→장르부상
583,報酬,ほうしゅう,1.13,논설·행정,4.49,N1,논설·행정600회/21문서(z+1.13) 행정백서53회/11문서(z+0.44) 법률49회/13문서(z-0.05) 학술11회/6문서(z-0.90)
584,類似,るいじ,1.13,학술,4.01,N1,학술57회/32문서(z+1.13) 논설·행정68회/16문서(z+0.41) 법률15회/6문서(z-0.10) 행정백서8회/7문서(z-0.16)
585,身近,みぢか,1.127,논설·행정,4.03,N1,논설·행정207회/23문서(z+1.13) 학술6회/4문서(z-0.56) 행정백서3회/3문서(z-0.94)
586,返済,へんさい,1.126,논설·행정,3.87,N1,논설·행정222회/20문서(z+1.13) 행정백서14회/4문서(z+0.18); 일반빈도낮음→장르부상
587,協調,きょうちょう,1.124,논설·행정,3.64,N1,논설·행정115회/21문서(z+1.12) 학술16회/9문서(z+0.59) 행정백서3회/3문서(z-0.50); 일반빈도낮음→장르부상
588,危害,きがい,1.122,논설·행정,3.46,N1,논설·행정68회/13문서(z+1.12) 학술8회/3문서(z+0.46) 법률3회/3문서(z-0.47); 일반빈도낮음→장르부상
589,痛切,つうせつ,1.117,논설·행정,2.36,N1,논설·행정15회/8문서(z+1.12); 일반빈도낮음→장르부상
590,持続,じぞく,1.104,논설·행정,3.94,N1,논설·행정1135회/24문서(z+1.10) 행정백서79회/24문서(z+0.23) 학술48회/21문서(z-0.31); 일반빈도낮음→장르부상
591,教訓,きょうくん,1.104,논설·행정,3.77,N1,논설·행정314회/24문서(z+1.10) 학술3회/2문서(z-1.41); 일반빈도낮음→장르부상
592,運営,うんえい,1.102,논설·행정,4.99,N1,논설·행정1822회/24문서(z+1.10) 행정백서43회/20문서(z-0.60) 법률55회/8문서(z-0.75) 학술32회/17문서(z-0.96)
593,統合,とうごう,1.1,논설·행정,4.31,N1,논설·행정379회/23문서(z+1.10) 학술73회/39문서(z+0.80) 행정백서6회/5문서(z-0.91)
594,答え,こたえ,1.097,논설·행정,5.0,N1,논설·행정1850회/24문서(z+1.10) 학술14회/10문서(z-1.59) 문학24회/6문서(z-1.68)
595,介入,かいにゅう,1.095,학술,4.02,N1,학술56회/18문서(z+1.10) 논설·행정112회/23문서(z+0.72) 행정백서9회/4문서(z-0.09)
596,密集,みっしゅう,1.095,논설·행정,3.45,N1,논설·행정52회/11문서(z+1.09); 일반빈도낮음→장르부상
597,役場,やくば,1.094,논설·행정,3.44,N1,논설·행정70회/19문서(z+1.09); 일반빈도낮음→장르부상
598,嘸,さぞ,1.092,문학,0.0,N1,문학22회/3문서(z+1.09) 논설·행정7회/6문서(z-0.09); 일반빈도낮음→장르부상
599,些とも,ちっとも,1.091,문학,1.65,N1,문학31회/4문서(z+1.09) 논설·행정4회/4문서(z-0.70); 일반빈도낮음→장르부상
600,加入,かにゅう,1.091,논설·행정,4.3,N1,논설·행정367회/22문서(z+1.09) 법률50회/8문서(z+0.25) 행정백서11회/3문서(z-0.43)
601,収まる,おさまる,1.09,논설·행정,3.64,N1,논설·행정80회/18문서(z+1.09) 학술3회/3문서(z-0.42) 문학5회/2문서(z-0.52); 일반빈도낮음→장르부상
602,無効,むこう,1.085,법률,4.27,N1,법률161회/9문서(z+1.09) 논설·행정53회/16문서(z-0.17) 학술10회/6문서(z-0.60)
603,結束,けっそく,1.083,논설·행정,3.49,N1,논설·행정56회/18문서(z+1.08) 학술6회/3문서(z+0.35); 일반빈도낮음→장르부상
604,軍事,ぐんじ,1.083,논설·행정,4.45,N1,논설·행정511회/24문서(z+1.08) 학술45회/16문서(z+0.21)
605,専ら,もっぱら,1.078,학술,2.96,N1,학술15회/12문서(z+1.08) 법률21회/10문서(z+0.97) 행정백서9회/6문서(z+0.90) 논설·행정39회/15문서(z+0.89); 일반빈도낮음→장르부상
606,改良,かいりょう,1.077,논설·행정,4.12,N1,논설·행정237회/21문서(z+1.08) 학술23회/16문서(z+0.27) 법률18회/4문서(z-0.15)
607,痛める,いためる,1.073,논설·행정,3.05,N1,논설·행정20회/11문서(z+1.07); 일반빈도낮음→장르부상
608,栄える,さかえる,1.072,논설·행정,2.79,N1,논설·행정11회/7문서(z+1.07); 일반빈도낮음→장르부상
609,刊行,かんこう,1.071,학술,3.75,N1,학술29회/18문서(z+1.07) 법률7회/3문서(z-0.21) 논설·행정10회/5문서(z-0.49); 일반빈도낮음→장르부상
610,悩ます,なやます,1.071,논설·행정,2.75,N1,논설·행정10회/7문서(z+1.07) 문학5회/2문서(z+1.00); 일반빈도낮음→장르부상
611,空しい,むなしい,1.067,문학,2.49,N1,문학6회/3문서(z+1.07) 논설·행정7회/6문서(z+0.77); 일반빈도낮음→장르부상
612,一部,いちぶ,1.065,논설·행정,5.1,N1,논설·행정2224회/24문서(z+1.07) 법률413회/14문서(z+0.43) 학술262회/69문서(z+0.40) 행정백서103회/35문서(z-0.13) 문학7회/5문서(z-2.77)
613,転勤,てんきん,1.063,행정백서,3.49,N1,행정백서12회/3문서(z+1.06) 논설·행정14회/7문서(z+0.14); 일반빈도낮음→장르부상
614,器官,きかん,1.062,학술,3.52,N1,학술30회/11문서(z+1.06); 일반빈도낮음→장르부상
615,学芸,がくげい,1.055,학술,3.46,N1,학술19회/15문서(z+1.06); 일반빈도낮음→장르부상
616,賑わう,にぎわう,1.055,논설·행정,3.06,N1,논설·행정20회/8문서(z+1.06); 일반빈도낮음→장르부상
617,古代,こだい,1.051,학술,4.37,N1,학술237회/55문서(z+1.05)
618,移行,いこう,1.051,논설·행정,4.42,N1,논설·행정543회/23문서(z+1.05) 행정백서54회/20문서(z+0.44) 학술43회/20문서(z+0.09) 법률6회/3문서(z-1.47)
619,弁護,べんご,1.05,법률,3.95,N1,법률458회/8문서(z+1.05) 논설·행정275회/23문서(z+0.20) 문학5회/2문서(z-2.41); 일반빈도낮음→장르부상
620,際,さい,1.05,논설·행정,5.18,N1,논설·행정2608회/24문서(z+1.05) 학술147회/60문서(z-0.16) 법률135회/12문서(z-0.44) 행정백서65회/30문서(z-0.62) 문학19회/4문서(z-2.16)
621,生育,せいいく,1.048,학술,3.38,N1,학술12회/6문서(z+1.05) 논설·행정24회/10문서(z+0.68); 일반빈도낮음→장르부상
622,良質,りょうしつ,1.048,논설·행정,3.52,N1,논설·행정57회/17문서(z+1.05) 학술3회/2문서(z-0.21); 일반빈도낮음→장르부상
623,複合,ふくごう,1.048,학술,3.93,N1,학술60회/22문서(z+1.05) 논설·행정102회/19문서(z+0.57) 행정백서4회/4문서(z-0.81); 일반빈도낮음→장르부상
624,土台,どだい,1.043,논설·행정,3.6,N1,논설·행정68회/19문서(z+1.04) 학술7회/5문서(z+0.28) 문학5회/2문서(z-0.45); 일반빈도낮음→장르부상
625,役職,やくしょく,1.043,법률,3.67,N1,법률38회/2문서(z+1.04) 논설·행정54회/18문서(z+0.78); 일반빈도낮음→장르부상
626,理屈,りくつ,1.043,논설·행정,3.78,N1,논설·행정103회/20문서(z+1.04) 문학18회/3문서(z+0.19); 일반빈도낮음→장르부상
627,使い道,つかいみち,1.037,논설·행정,3.64,N1,논설·행정74회/19문서(z+1.04); 일반빈도낮음→장르부상
628,電源,でんげん,1.036,논설·행정,4.43,N1,논설·행정455회/23문서(z+1.04) 행정백서28회/3문서(z+0.06) 학술8회/3문서(z-1.03)
629,元素,げんそ,1.034,학술,3.5,N1,학술38회/11문서(z+1.03) 논설·행정15회/4문서(z-0.43); 일반빈도낮음→장르부상
630,吊るす,つるす,1.033,문학,2.81,N1,문학6회/3문서(z+1.03); 일반빈도낮음→장르부상
631,著,ちょ,1.028,학술,4.07,N1,학술131회/37문서(z+1.03)
632,和らげる,やわらげる,1.026,논설·행정,3.12,N1,논설·행정22회/10문서(z+1.03) 학술4회/4문서(z+0.68); 일반빈도낮음→장르부상
633,悩ましい,なやましい,1.026,논설·행정,3.27,N1,논설·행정31회/11문서(z+1.03); 일반빈도낮음→장르부상
634,足し算,たしざん,1.023,논설·행정,2.86,N1,논설·행정12회/6문서(z+1.02); 일반빈도낮음→장르부상
635,排除,はいじょ,1.01,논설·행정,4.31,N1,논설·행정332회/24문서(z+1.01) 학술50회/23문서(z+0.52)
636,連盟,れんめい,1.01,논설·행정,4.01,N1,논설·행정166회/20문서(z+1.01) 학술9회/7문서(z-0.23)
637,尊い,とうとい,1.008,논설·행정,3.53,N1,논설·행정55회/22문서(z+1.01) 문학6회/3문서(z-0.20); 일반빈도낮음→장르부상
638,聳える,そびえる,1.006,문학,2.06,N1,문학4회/2문서(z+1.01); 일반빈도낮음→장르부상
639,追及,ついきゅう,1.003,논설·행정,3.85,N1,논설·행정114회/21문서(z+1.00) 학술5회/2문서(z-0.39); 일반빈도낮음→장르부상
640,次,つぎ,0.999,논설·행정,5.52,N1,논설·행정5298회/24문서(z+1.00) 법률923회/14문서(z+0.33) 행정백서295회/56문서(z-0.06) 학술156회/49문서(z-0.69) 문학56회/8문서(z-1.94)
641,差額,さがく,0.997,논설·행정,3.31,N1,논설·행정65회/17문서(z+1.00) 행정백서10회/4문서(z+0.71); 일반빈도낮음→장르부상
642,解除,かいじょ,0.996,논설·행정,4.48,N1,논설·행정481회/24문서(z+1.00) 행정백서29회/10문서(z-0.00) 법률37회/7문서(z-0.22)
643,卑しい,いやしい,0.995,문학,3.01,N1,문학9회/4문서(z+1.00) 논설·행정4회/4문서(z+0.05); 일반빈도낮음→장르부상
644,微笑,びしょう,0.995,문학,3.31,N1,문학18회/3문서(z+1.00); 일반빈도낮음→장르부상
645,発病,はつびょう,0.994,논설·행정,3.03,N1,논설·행정17회/5문서(z+0.99); 일반빈도낮음→장르부상
646,無駄遣い,むだづかい,0.993,논설·행정,3.49,N1,논설·행정49회/16문서(z+0.99); 일반빈도낮음→장르부상
647,幹部,かんぶ,0.992,논설·행정,4.25,N1,논설·행정282회/23문서(z+0.99)
648,調停,ちょうてい,0.992,법률,3.57,N1,법률28회/4문서(z+0.99) 학술7회/6문서(z+0.33) 논설·행정22회/6문서(z+0.33); 일반빈도낮음→장르부상
649,嬢,じょう,0.99,문학,4.37,N1,문학205회/4문서(z+0.99) 논설·행정6회/4문서(z-1.80)
650,所属,しょぞく,0.989,논설·행정,4.47,N1,논설·행정465회/24문서(z+0.99) 법률25회/8문서(z-0.47) 행정백서8회/4문서(z-0.97) 학술8회/5문서(z-1.10)
651,変革,へんかく,0.985,논설·행정,3.6,N1,논설·행정160회/19문서(z+0.99) 행정백서22회/10문서(z+0.61) 학술12회/11문서(z-0.02); 일반빈도낮음→장르부상
652,革命,かくめい,0.985,학술,4.55,N1,학술163회/33문서(z+0.98) 논설·행정163회/20문서(z+0.15) 행정백서11회/5문서(z-0.87)
653,赴く,おもむく,0.984,논설·행정,3.22,N1,논설·행정26회/12문서(z+0.98) 문학3회/3문서(z-0.18); 일반빈도낮음→장르부상
654,尽きる,つきる,0.98,논설·행정,3.64,N1,논설·행정68회/20문서(z+0.98) 문학18회/3문서(z+0.43) 학술5회/5문서(z-0.04); 일반빈도낮음→장르부상
655,対立,たいりつ,0.977,학술,4.4,N1,학술114회/36문서(z+0.98) 논설·행정125회/22문서(z+0.21)
656,隠居,いんきょ,0.977,문학,3.18,N1,문학13회/4문서(z+0.98); 일반빈도낮음→장르부상
657,延いては,ひいては,0.976,논설·행정,3.78,N1,논설·행정93회/21문서(z+0.98) 학술5회/5문서(z-0.27); 일반빈도낮음→장르부상
658,面,めん,0.975,논설·행정,5.04,N1,논설·행정1699회/24문서(z+0.97) 행정백서172회/43문서(z+0.37) 학술66회/31문서(z-0.52) 법률54회/9문서(z-0.84) 문학38회/6문서(z-1.41)
659,分離,ぶんり,0.973,논설·행정,4.24,N1,논설·행정268회/21문서(z+0.97) 학술58회/30문서(z+0.75) 법률20회/6문서(z-0.27)
660,外来,がいらい,0.972,논설·행정,3.87,N1,논설·행정114회/21문서(z+0.97) 학술17회/6문서(z+0.47); 일반빈도낮음→장르부상
661,段々,だんだん,0.972,논설·행정,3.66,N1,논설·행정223회/21문서(z+0.97) 문학84회/6문서(z+0.68); 일반빈도낮음→장르부상
662,中枢,ちゅうすう,0.969,논설·행정,3.66,N1,논설·행정70회/17문서(z+0.97) 학술10회/7문서(z+0.44); 일반빈도낮음→장르부상
663,勤労,きんろう,0.968,논설·행정,3.3,N1,논설·행정144회/16문서(z+0.97) 행정백서26회/11문서(z+0.80); 일반빈도낮음→장르부상
664,願書,がんしょ,0.968,법률,2.93,N1,법률98회/2문서(z+0.97) 논설·행정13회/2문서(z-0.90); 일반빈도낮음→장르부상
665,耕作,こうさく,0.967,논설·행정,3.26,N1,논설·행정76회/19문서(z+0.97) 법률4회/2문서(z-0.51); 일반빈도낮음→장르부상
666,各種,かくしゅ,0.966,논설·행정,4.44,N1,논설·행정419회/24문서(z+0.97) 행정백서26회/14문서(z-0.02) 학술16회/13문서(z-0.54)
667,活発,かっぱつ,0.965,논설·행정,4.06,N1,논설·행정175회/24문서(z+0.96) 학술37회/22문서(z+0.72) 행정백서28회/14문서(z+0.71)
668,悉く,ことごとく,0.964,문학,2.81,N1,문학28회/5문서(z+0.96) 논설·행정15회/9문서(z+0.14); 일반빈도낮음→장르부상
669,志す,こころざす,0.959,논설·행정,3.1,N1,논설·행정19회/11문서(z+0.96); 일반빈도낮음→장르부상
670,染みる,しみる,0.953,문학,2.75,N1,문학11회/4문서(z+0.95) 논설·행정10회/10문서(z+0.49); 일반빈도낮음→장르부상
671,益々,ますます,0.953,논설·행정,3.22,N1,논설·행정217회/24문서(z+0.95) 학술14회/8문서(z-0.16) 문학15회/4문서(z-0.60) 행정백서4회/3문서(z-0.96); 일반빈도낮음→장르부상
672,官僚,かんりょう,0.952,논설·행정,4.2,N1,논설·행정236회/23문서(z+0.95) 학술63회/11문서(z+0.88)
673,運用,うんよう,0.95,논설·행정,4.62,N1,논설·행정2054회/24문서(z+0.95) 법률68회/5문서(z-0.83) 학술20회/12문서(z-1.56) 행정백서12회/10문서(z-1.84)
674,損失,そんしつ,0.949,논설·행정,4.17,N1,논설·행정220회/23문서(z+0.95) 학술25회/11문서(z+0.25) 행정백서16회/7문서(z+0.09)
675,円滑,えんかつ,0.947,논설·행정,3.38,N1,논설·행정807회/24문서(z+0.95) 행정백서39회/19문서(z-0.23) 법률10회/6문서(z-1.50) 학술3회/2문서(z-2.27); 일반빈도낮음→장르부상
676,連ねる,つらねる,0.946,논설·행정,2.83,N1,논설·행정10회/6문서(z+0.95) 문학4회/4문서(z+0.70); 일반빈도낮음→장르부상
677,躓く,つまずく,0.943,논설·행정,2.28,N1,논설·행정6회/3문서(z+0.94); 일반빈도낮음→장르부상
678,大人しい,おとなしい,0.935,문학,3.32,N1,문학17회/5문서(z+0.93) 논설·행정8회/5문서(z+0.03); 일반빈도낮음→장르부상
679,倒産,とうさん,0.93,논설·행정,3.93,N1,논설·행정123회/20문서(z+0.93) 행정백서22회/6문서(z+0.75) 학술3회/2문서(z-0.91); 일반빈도낮음→장르부상
680,主任,しゅにん,0.929,법률,3.99,N1,법률67회/6문서(z+0.93) 논설·행정18회/8문서(z-0.46) 문학8회/3문서(z-0.77); 일반빈도낮음→장르부상
681,原点,げんてん,0.925,논설·행정,3.8,N1,논설·행정112회/21문서(z+0.92); 일반빈도낮음→장르부상
682,元来,がんらい,0.922,학술,3.22,N1,학술7회/6문서(z+0.92) 문학12회/4문서(z+0.85) 논설·행정8회/6문서(z+0.19); 일반빈도낮음→장르부상
683,絡む,からむ,0.921,논설·행정,3.78,N1,논설·행정86회/19문서(z+0.92) 학술3회/3문서(z-0.65) 문학4회/2문서(z-0.93); 일반빈도낮음→장르부상
684,空間,くうかん,0.919,학술,4.66,N1,학술192회/39문서(z+0.92) 논설·행정177회/20문서(z+0.04) 문학4회/2문서(z-2.43)
685,打撃,だげき,0.917,논설·행정,3.92,N1,논설·행정118회/20문서(z+0.92) 학술4회/4문서(z-0.68); 일반빈도낮음→장르부상
